return_id,order_id,item_id,product_id,product_name,supplier,category,return_date,return_reason,refund_amount,qty_returned
RET000205,ORD0001884,ITM0003228,P019,Ring Light 10in,BrightGadgets,Lighting,2024-11-19,Defective/Not Working,54.17,1
RET000206,ORD0001887,ITM0003231,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-02-27,Defective/Not Working,9.96,1
RET000207,ORD0001902,ITM0003255,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2023-03-06,Not as Described,89.22,1
RET000208,ORD0001902,ITM0003256,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2023-02-25,Defective/Not Working,32.14,1
RET000209,ORD0001905,ITM0003260,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-01-24,Arrived Damaged,248.49,2
RET000210,ORD0001905,ITM0003261,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-01-20,Wrong Item Sent,158.48,3
RET000211,ORD0001905,ITM0003262,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-01-18,Defective/Not Working,32.28,1
RET000212,ORD0001905,ITM0003263,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-01-21,Arrived Damaged,41.05,1
RET000213,ORD0001957,ITM0003349,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2023-08-03,Changed Mind,54.15,2
RET000214,ORD0001958,ITM0003350,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2022-10-14,Wrong Item Sent,30.77,1
RET000215,ORD0001958,ITM0003351,P012,Gaming Mouse RGB,Elite components,Peripherals,2022-10-04,Arrived Damaged,34.18,1
RET000216,ORD0001972,ITM0003376,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-02-24,Not as Described,31.32,1
RET000217,ORD0001972,ITM0003377,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-02-26,Defective/Not Working,75.99,2
RET000218,ORD0001972,ITM0003378,P018,Action Camera 4K,Bright gadgets,Cameras,2024-03-03,Not as Described,162.46,1
RET000219,ORD0001972,ITM0003379,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-03-07,Defective/Not Working,34.38,1
RET000220,ORD0001990,ITM0003406,P018,Action Camera 4K,BRIGHTGADGETS,Cameras,2023-01-09,Changed Mind,111.58,1
RET000221,ORD0002008,ITM0003433,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-08-06,,125.76,1
RET000222,ORD0002008,ITM0003434,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2023-08-07,Defective/Not Working,5.42,1
RET000223,ORD0002020,ITM0003451,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-02-10,Wrong Item Sent,31.42,1
RET000224,ORD0002020,ITM0003452,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-02-14,Wrong Item Sent,35.51,1
RET000225,ORD0002043,ITM0003491,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-09-08,Arrived Damaged,18.07,1
RET000226,ORD0002043,ITM0003492,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-09-05,Poor Quality,85.04,1
RET000227,ORD0002046,ITM0003495,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2025-01-07,Arrived Damaged,49.84,1
RET000228,ORD0002049,ITM0003499,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-10-18,Wrong Item Sent,54.58,1
RET000229,ORD0002049,ITM0003500,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-10-30,Wrong Item Sent,35.72,1
RET000230,ORD0002049,ITM0003501,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-10-12,Defective/Not Working,88.07,1
RET000231,ORD0002049,ITM0003502,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-10-29,Defective/Not Working,73.63,2
RET000232,ORD0002083,ITM0003552,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-03-16,Defective/Not Working,171.06,2
RET000233,ORD0002091,ITM0003562,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2023-12-06,Defective/Not Working,38.02,1
RET000234,ORD0002091,ITM0003563,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-12-11,Defective/Not Working,40.74,1
RET000235,ORD0002091,ITM0003564,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2023-12-09,Wrong Item Sent,7.55,1
RET000236,ORD0002097,ITM0003572,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-12-28,Defective/Not Working,130.17,1
RET000237,ORD0002100,ITM0003575,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-05-13,Not as Described,9.29,1
RET000238,ORD0002100,ITM0003576,P004,Smart Plug 4-Pack,NOVATECH,Smart Home,2024-05-18,Defective/Not Working,27.98,1
RET000239,ORD0002127,ITM0003620,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-04-05,Defective/Not Working,125.17,1
RET000240,ORD0002163,ITM0003673,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-03-07,Defective/Not Working,101.77,1
RET000241,ORD0002170,ITM0003686,P018,Action Camera 4K,Bright gadgets,Cameras,2022-11-02,Arrived Damaged,126.2,1
RET000242,ORD0002170,ITM0003687,P020,Laptop Cooling Pad,Bright Gadgets,Accessories,2022-11-03,Not as Described,23.72,1
RET000243,ORD0002188,ITM0003724,P014,Docking Station USB-C,EliteComponents,Accessories,2024-07-18,Defective/Not Working,102.08,1
RET000244,ORD0002188,ITM0003725,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-07-31,Defective/Not Working,32.61,1
RET000245,ORD0002195,ITM0003734,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2024-02-23,Poor Quality,342.05,1
RET000246,ORD0002195,ITM0003735,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-02-27,Wrong Item Sent,59.68,1
RET000247,ORD0002195,ITM0003736,P001,Wireless Earbuds Pro,novatech supply,Audio,2024-03-08,Defective/Not Working,47.42,1
RET000248,ORD0002310,ITM0003926,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2023-11-30,Defective/Not Working,44.14,1
RET000249,ORD0002314,ITM0003934,P007,Webcam 1080p HD,Techcore Ltd,Peripherals,2024-11-25,Poor Quality,54.63,1
RET000250,ORD0002314,ITM0003935,P006,Laptop Stand Aluminium,Techcore Ltd,Accessories,2024-11-22,Defective/Not Working,75.13,2
RET000251,ORD0002314,ITM0003936,P022,Laptop Sleeve 15in,ValueSource Co,Accessories,2024-11-05,Arrived Damaged,18.64,1
RET000252,ORD0002321,ITM0003950,P002,Bluetooth Speaker Mini,Novatech Supply,Audio,2023-03-05,Defective/Not Working,116.47,2
RET000253,ORD0002326,ITM0003956,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2024-10-30,Arrived Damaged,137.66,1
RET000254,ORD0002326,ITM0003957,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-11-12,Defective/Not Working,93.47,2
RET000255,ORD0002348,ITM0004002,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-11-18,Wrong Item Sent,42.8,1
RET000256,ORD0002348,ITM0004003,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2022-11-01,Not as Described,18.36,2
RET000257,ORD0002354,ITM0004013,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-06-20,Defective/Not Working,112.89,2
RET000258,ORD0002354,ITM0004014,P019,Ring Light 10in,BrightGadgets,Lighting,2023-06-28,Changed Mind,53.16,1
RET000259,ORD0002398,ITM0004082,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-11-05,Not as Described,84.5,3
RET000260,ORD0002398,ITM0004083,P029,Thermal Paste Premium,EliteComponents,PC Parts,2024-11-16,Not as Described,7.26,1
RET000261,ORD0002430,ITM0004134,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-12-03,Poor Quality,37.2,1
RET000262,ORD0002430,ITM0004135,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-12-01,Defective/Not Working,44.6,1
RET000263,ORD0002448,ITM0004169,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-04-22,Changed Mind,26.34,1
RET000264,ORD0002470,ITM0004199,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-09-21,Defective/Not Working,260.8,3
RET000265,ORD0002470,ITM0004200,P019,Ring Light 10in,BrightGadgets,Lighting,2024-10-10,Defective/Not Working,51.28,1
RET000266,ORD0002499,ITM0004253,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2023-02-07,Not as Described,5.75,1
RET000267,ORD0002527,ITM0004300,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2023-04-13,Defective/Not Working,223.25,2
RET000268,ORD0002527,ITM0004301,P003,Smart Watch Fitness,Nova Tech Supply,,2023-04-12,Wrong Item Sent,121.05,1
RET000269,ORD0002537,ITM0004317,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-08-20,,171.36,2
RET000270,ORD0002541,ITM0004321,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2022-12-25,Poor Quality,31.8,1
RET000271,ORD0002546,ITM0004331,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-04-08,Poor Quality,40.76,1
RET000272,ORD0002554,ITM0004347,P014,Docking Station USB-C,EliteComponents,Accessories,2023-07-12,Defective/Not Working,108.77,1
RET000273,ORD0002554,ITM0004348,P015,Microphone USB Condenser,Elite Components,Audio,2023-07-06,Not as Described,183.95,2
RET000274,ORD0002558,ITM0004353,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-02-28,Not as Described,17.94,2
RET000275,ORD0002602,ITM0004422,P005,USB-C Hub 7-in-1,Techcore Ltd,Accessories,2024-09-11,Poor Quality,28.64,1
RET000276,ORD0002602,ITM0004423,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-09-14,Defective/Not Working,24.55,3
RET000277,ORD0002602,ITM0004424,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-09-16,Not as Described,87.08,2
RET000278,ORD0002634,ITM0004476,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-02-16,Changed Mind,138.53,1
RET000279,ORD0002634,ITM0004477,P013,Portable SSD 1TB,ELITECOMPONENTS,Storage,2024-02-23,,89.11,1
RET000280,ORD0002634,ITM0004478,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-02-14,Defective/Not Working,63.78,2
RET000281,ORD0002634,ITM0004479,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-02-05,Changed Mind,81.62,1
RET000282,ORD0002644,ITM0004495,P019,Ring Light 10in,BrightGadgets,Lighting,2024-03-01,Not as Described,105.83,2
RET000283,ORD0002644,ITM9999994,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-02-16,Defective/Not Working,35.92,1
RET000284,ORD0002662,ITM0004529,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2024-09-14,Wrong Item Sent,691.39,2
RET000285,ORD0002665,ITM0004532,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2022-12-10,Changed Mind,59.78,1
RET000286,ORD0002666,ITM0004533,P023,Cable Management Kit,ValueSource Co,Accessories,2023-02-13,Defective/Not Working,12.64,1
RET000287,ORD0002666,ITM0004534,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-02-16,Defective/Not Working,82.43,2
RET000288,ORD0002666,ITM0004535,P019,Ring Light 10in,BrightGadgets,Lighting,2023-03-02,Changed Mind,48.9,1
RET000289,ORD0002668,ITM0004539,P015,Microphone USB Condenser,Elite Components,Audio,2024-12-02,Not as Described,282.22,3
RET000290,ORD0002756,ITM0004697,P003,Smart Watch Fitness,novatech supply,Wearables,2024-03-13,Defective/Not Working,126.93,1
RET000291,ORD0002756,ITM0004698,P016,27in Monitor 4K,BrightGadgets,Displays,2024-02-27,Poor Quality,293.81,1
RET000292,ORD0002756,ITM0004699,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-03-19,Poor Quality,37.8,1
RET000293,ORD0002756,ITM0004700,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2024-02-26,Poor Quality,57.93,1
RET000294,ORD0002767,ITM0004717,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-03-31,Defective/Not Working,35.55,1
RET000295,ORD0002768,ITM0004718,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-04-22,Arrived Damaged,126.75,1
RET000296,ORD0002768,ITM0004719,P009,Desk Pad XL,Tech Core Ltd,Accessories,2024-04-19,Defective/Not Working,54.12,2
RET000297,ORD0002776,ITM0004730,P001,Wireless Earbuds Pro,Novatech Supply,Audio,2024-08-27,Not as Described,44.38,1
RET000298,ORD0002780,ITM0004736,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-03-19,Not as Described,34.97,1
RET000299,ORD0002814,ITM0004795,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-06-05,Arrived Damaged,4.58,1
RET000300,ORD0002845,ITM0004851,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2022-01-25,,616.39,2
RET000301,ORD0002848,ITM0004855,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2022-12-29,Defective/Not Working,34.92,1
RET000302,ORD0002857,ITM0004878,P013,Portable SSD 1TB,EliteComponents,Storage,2023-07-28,Arrived Damaged,80.51,1
RET000303,ORD0002857,ITM0004879,P012,Gaming Mouse RGB,Elite components,Peripherals,2023-08-11,Changed Mind,41.04,1
RET000304,ORD0002857,ITM0004880,P014,Docking Station USB-C,Elite Components,Accessories,2023-07-30,Not as Described,97.01,1
RET000305,ORD0002890,ITM0004926,P002,Bluetooth Speaker Mini,NovaTech Supply,Audio,2023-12-09,Defective/Not Working,56.8,1
RET000306,ORD0002890,ITM0004927,P015,Microphone USB Condenser,Elite Components,Audio,2023-12-09,Defective/Not Working,176.43,2
RET000307,ORD0002890,ITM0004928,P018,Action Camera 4K,Bright gadgets,Cameras,2023-11-26,Arrived Damaged,320.69,2
RET000308,ORD0002895,ITM0004937,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2022-07-29,Defective/Not Working,61.8,2
RET000309,ORD0002927,ITM0004990,P016,27in Monitor 4K,BrightGadgets,Displays,2024-06-08,Defective/Not Working,452.28,2
RET000310,ORD0002931,ITM0004997,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-10-10,Wrong Item Sent,33.61,1
RET000311,ORD0002931,ITM0004998,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-10-05,Not as Described,104.53,3
RET000312,ORD0002931,ITM0004999,P004,Smart Plug 4-Pack,novatech supply,,2024-10-10,Arrived Damaged,33.11,1
RET000313,ORD0002933,ITM0005002,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-11-02,Defective/Not Working,94.64,1
RET000314,ORD0002944,ITM0005018,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2022-05-30,Not as Described,11.04,1
RET000315,ORD0002953,ITM0005036,P029,Thermal Paste Premium,Elite components,PC Parts,2024-02-29,Defective/Not Working,9.04,1
RET000316,ORD0002953,ITM0005037,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2024-02-21,Poor Quality,32.68,1
RET000317,ORD0002953,ITM0005038,P013,Portable SSD 1TB,EliteComponents,Storage,2024-03-04,Defective/Not Working,174.45,2
RET000318,ORD0002953,ITM0005039,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-02-24,Wrong Item Sent,8.04,1
RET000319,ORD0002974,ITM0005080,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-01-11,Defective/Not Working,5.43,1
RET000320,ORD0002974,ITM0005081,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-01-11,Wrong Item Sent,29.55,1
RET000321,ORD0003008,ITM0005145,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-11-19,Defective/Not Working,5.41,1
RET000322,ORD0003008,ITM0005146,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-11-27,Wrong Item Sent,53.36,1
RET000323,ORD0003054,ITM0005221,P015,Microphone USB Condenser,Elite Components,Audio,2022-02-17,Defective/Not Working,72.78,1
RET000324,ORD0003054,ITM0005222,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-01-27,Arrived Damaged,23.98,1
RET000325,ORD0003054,ITM0005223,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2022-02-16,Defective/Not Working,5.6,1
RET000326,ORD0003084,ITM0005276,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2024-11-22,Changed Mind,50.35,1
RET000327,ORD0003084,ITM0005277,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2024-11-25,Not as Described,248.87,3
RET000328,ORD0003084,ITM0005278,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-11-26,Defective/Not Working,34.41,1
RET000329,ORD0003084,ITM0005279,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-11-30,,33.38,1
RET000330,ORD0003085,ITM0005280,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-12-27,Poor Quality,40.14,1
RET000331,ORD0003100,ITM0005306,P004,Smart Plug 4-Pack,Nova Tech Supply,Smart Home,2022-10-11,Wrong Item Sent,32.38,1
RET000332,ORD0003108,ITM0005319,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2022-02-01,Not as Described,32.97,1
RET000333,ORD0003108,ITM0005320,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-01-21,Wrong Item Sent,266.78,3
RET000334,ORD0003108,ITM0005321,P020,Laptop Cooling Pad,BrightGadgets,Accessories,2022-01-25,Wrong Item Sent,32.83,1
RET000335,ORD0003108,ITM0005322,P002,Bluetooth Speaker Mini,Nova Tech Supply,Audio,2022-02-05,Changed Mind,55.37,1
RET000336,ORD0003120,ITM0005336,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-05-18,Defective/Not Working,110.28,1
RET000337,ORD0003120,ITM0005337,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2024-05-18,Wrong Item Sent,14.32,3
RET000338,ORD0003120,ITM0005338,P013,Portable SSD 1TB,EliteComponents,Storage,2024-05-22,Not as Described,70.14,1
RET000339,ORD0003140,ITM0005374,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-05-03,Defective/Not Working,128.69,1
RET000340,ORD0003164,ITM0005416,P023,Cable Management Kit,ValueSource Co,Accessories,2023-08-13,Defective/Not Working,9.93,1
RET000341,ORD0003170,ITM0005426,P030,Webcam 4K Pro,Techcore Ltd,Peripherals,2024-06-26,Wrong Item Sent,130.0,1
RET000342,ORD0003170,ITM0005427,P006,Laptop Stand Aluminium,TechCore Ltd,Accessories,2024-06-18,Defective/Not Working,33.86,1
RET000343,ORD0003183,ITM0005451,P007,Webcam 1080p HD,TechCore Ltd,Peripherals,2022-11-21,Poor Quality,54.41,1
RET000344,ORD0003199,ITM0005475,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2022-05-25,Defective/Not Working,143.67,1
RET000345,ORD0003222,ITM0005513,P014,Docking Station USB-C,EliteComponents,Accessories,2022-04-23,Defective/Not Working,103.57,1
RET000346,ORD0003222,ITM0005514,P030,Webcam 4K Pro,TechCore Ltd,Peripherals,2022-05-09,Changed Mind,297.99,2
RET000347,ORD0003222,ITM0005515,P007,Webcam 1080p HD,TechCore,Peripherals,2022-04-26,,155.99,3
RET000348,ORD0003245,ITM0005551,P024,Phone Stand Adjustable,Value Source Co,Accessories,2024-05-15,Defective/Not Working,9.65,1
RET000349,ORD0003249,ITM0005559,P008,Power Bank 20000mAh,TechCore,Accessories,2024-12-11,Not as Described,8.02,1
RET000350,ORD0003257,ITM0005569,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-08-26,Not as Described,41.4,1
RET000351,ORD0003273,ITM0005596,P006,Laptop Stand Aluminium,TECHCORE LTD,Accessories,2024-10-16,Arrived Damaged,35.7,1
RET000352,ORD0003274,ITM0005597,P013,Portable SSD 1TB,ELITECOMPONENTS,Storage,2022-12-30,Defective/Not Working,84.96,1
RET000353,ORD0003274,ITM0005598,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-12-24,Defective/Not Working,88.69,1
RET000354,ORD0003276,ITM0005600,P005,USB-C Hub 7-in-1,TechCore Ltd,Accessories,2024-12-23,Defective/Not Working,32.78,1
RET000355,ORD0003357,ITM0005736,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-07-25,Changed Mind,23.26,2
RET000356,ORD0003357,ITM0005737,P015,Microphone USB Condenser,Elite Components,Audio,2024-07-28,Poor Quality,97.96,1
RET000357,ORD0003357,ITM0005738,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2024-07-13,Defective/Not Working,96.97,3
RET000358,ORD0003375,ITM0005766,P026,HDMI Cable 2m,ValueSource Co,Accessories,2024-07-07,Not as Described,8.73,1
RET000359,ORD0003377,ITM0005770,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2024-09-02,Changed Mind,132.37,1
RET000360,ORD0003377,ITM0005771,P005,USB-C Hub 7-in-1,Techcore Ltd,Accessories,2024-09-10,,69.17,2
RET000361,ORD0003395,ITM0005799,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2024-05-05,Wrong Item Sent,39.7,1
RET000362,ORD0003478,ITM0005937,P028,Gaming Chair Ergonomic,Value Source Co,Furniture,2024-11-16,Changed Mind,263.81,1
RET000363,ORD0003479,ITM0005938,P003,Smart Watch Fitness,Nova Tech Supply,Wearables,2022-01-21,Defective/Not Working,125.67,1
RET000364,ORD0003479,ITM0005939,P028,Gaming Chair Ergonomic,Valuesource Co,Furniture,2022-01-16,Defective/Not Working,327.12,1
RET000365,ORD0003487,ITM0005950,P009,Desk Pad XL,TechCore Ltd,Accessories,2024-04-15,Not as Described,29.4,1
RET000366,ORD0003487,ITM0005951,P025,Screen Cleaning Kit,ValueSource Co,Accessories,2024-04-13,Not as Described,7.62,1
RET000367,ORD0003487,ITM0005952,P012,Gaming Mouse RGB,Elite components,Peripherals,2024-04-15,Not as Described,43.81,1
RET000368,ORD0003487,ITM0005953,P010,Noise Cancel Headphones,TechCore Ltd,Audio,2024-04-21,Arrived Damaged,34.61,1
RET000369,ORD0003507,ITM0005989,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2022-11-06,Poor Quality,320.77,1
RET000370,ORD0003507,ITM0005990,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2022-11-03,,328.27,1
RET000371,ORD0003507,ITM0005991,P011,Mechanical Keyboard TKL,EliteComponents,Peripherals,2022-11-06,Changed Mind,178.77,2
RET000372,ORD0003507,ITM0005992,P026,HDMI Cable 2m,ValueSource Co,Accessories,2022-11-04,Defective/Not Working,8.53,1
RET000373,ORD0003512,ITM0006000,P029,Thermal Paste Premium,Elite Components,PC Parts,2024-07-26,Not as Described,9.37,1
RET000374,ORD0003512,ITM0006001,P023,Cable Management Kit,ValueSource Co,Accessories,2024-08-01,Not as Described,11.92,1
RET000375,ORD0003517,ITM0006013,P017,Smart LED Desk Lamp,BrightGadgets,Lighting,2023-07-06,Changed Mind,40.58,1
RET000376,ORD0003528,ITM0006030,P008,Power Bank 20000mAh,Techcore Ltd,Accessories,2024-08-06,Not as Described,8.89,1
RET000377,ORD0003585,ITM0006145,P004,Smart Plug 4-Pack,Novatech Supply,Smart Home,2024-12-16,Changed Mind,61.75,2
RET000378,ORD0003585,ITM0006146,P028,Gaming Chair Ergonomic,ValueSource Co,Furniture,2024-11-27,Arrived Damaged,639.63,2
RET000379,ORD0003605,ITM0006176,P027,Cable Clips Pack 50,ValueSource Co,Accessories,2022-09-04,Changed Mind,11.89,2
RET000380,ORD0003605,ITM0006177,P004,Smart Plug 4-Pack,novatech supply,Smart Home,2022-08-24,Defective/Not Working,32.94,1
